"MTU (CET/CEST)","Area","Production Type","Generation (MW)"
"28/11/2025 19:00:00 - 28/11/2025 19:15:00","BZN|NL","Fossil Hard coal","2172.92"
"28/11/2025 19:15:00 - 28/11/2025 19:30:00","BZN|NL","Fossil Hard coal","2162.77"
"28/11/2025 19:30:00 - 28/11/2025 19:45:00","BZN|NL","Fossil Hard coal","2116.43"
"28/11/2025 19:45:00 - 28/11/2025 20:00:00","BZN|NL","Fossil Hard coal","2077.20"
"28/11/2025 20:00:00 - 28/11/2025 20:15:00","BZN|NL","Fossil Hard coal","1862.82"
"28/11/2025 20:15:00 - 28/11/2025 20:30:00","BZN|NL","Fossil Hard coal","1723.24"
"28/11/2025 20:30:00 - 28/11/2025 20:45:00","BZN|NL","Fossil Hard coal","1656.75"
"28/11/2025 20:45:00 - 28/11/2025 21:00:00","BZN|NL","Fossil Hard coal","1522.56"
"28/11/2025 21:00:00 - 28/11/2025 21:15:00","BZN|NL","Fossil Hard coal","1307.81"
"28/11/2025 21:15:00 - 28/11/2025 21:30:00","BZN|NL","Fossil Hard coal","1181.01"
"28/11/2025 21:30:00 - 28/11/2025 21:45:00","BZN|NL","Fossil Hard coal","1204.71"
"28/11/2025 21:45:00 - 28/11/2025 22:00:00","BZN|NL","Fossil Hard coal","1184.90"
"28/11/2025 22:00:00 - 28/11/2025 22:15:00","BZN|NL","Fossil Hard coal","1111.29"
"28/11/2025 22:15:00 - 28/11/2025 22:30:00","BZN|NL","Fossil Hard coal","1078.37"
"28/11/2025 22:30:00 - 28/11/2025 22:45:00","BZN|NL","Fossil Hard coal","1029.70"
"28/11/2025 22:45:00 - 28/11/2025 23:00:00","BZN|NL","Fossil Hard coal","1122.99"
"28/11/2025 23:00:00 - 28/11/2025 23:15:00","BZN|NL","Fossil Hard coal","1056.51"
"28/11/2025 23:15:00 - 28/11/2025 23:30:00","BZN|NL","Fossil Hard coal","1037.59"
"28/11/2025 23:30:00 - 28/11/2025 23:45:00","BZN|NL","Fossil Hard coal","1040.47"
"28/11/2025 23:45:00 - 29/11/2025 00:00:00","BZN|NL","Fossil Hard coal","1059.62"
"29/11/2025 00:00:00 - 29/11/2025 00:15:00","BZN|NL","Fossil Hard coal","1124.74"
"29/11/2025 00:15:00 - 29/11/2025 00:30:00","BZN|NL","Fossil Hard coal","1092.35"
"29/11/2025 00:30:00 - 29/11/2025 00:45:00","BZN|NL","Fossil Hard coal","1079.37"
"29/11/2025 00:45:00 - 29/11/2025 01:00:00","BZN|NL","Fossil Hard coal","1079.54"
"29/11/2025 01:00:00 - 29/11/2025 01:15:00","BZN|NL","Fossil Hard coal","1043.85"
"29/11/2025 01:15:00 - 29/11/2025 01:30:00","BZN|NL","Fossil Hard coal","988.78"
"29/11/2025 01:30:00 - 29/11/2025 01:45:00","BZN|NL","Fossil Hard coal","950.67"
"29/11/2025 01:45:00 - 29/11/2025 02:00:00","BZN|NL","Fossil Hard coal","963.46"
"29/11/2025 02:00:00 - 29/11/2025 02:15:00","BZN|NL","Fossil Hard coal","995.29"
"29/11/2025 02:15:00 - 29/11/2025 02:30:00","BZN|NL","Fossil Hard coal","997.68"
"29/11/2025 02:30:00 - 29/11/2025 02:45:00","BZN|NL","Fossil Hard coal","1000.43"
"29/11/2025 02:45:00 - 29/11/2025 03:00:00","BZN|NL","Fossil Hard coal","990.43"
"29/11/2025 03:00:00 - 29/11/2025 03:15:00","BZN|NL","Fossil Hard coal","1025.21"
"29/11/2025 03:15:00 - 29/11/2025 03:30:00","BZN|NL","Fossil Hard coal","1002.10"
"29/11/2025 03:30:00 - 29/11/2025 03:45:00","BZN|NL","Fossil Hard coal","1005.02"
"29/11/2025 03:45:00 - 29/11/2025 04:00:00","BZN|NL","Fossil Hard coal","992.56"
"29/11/2025 04:00:00 - 29/11/2025 04:15:00","BZN|NL","Fossil Hard coal","967.97"
"29/11/2025 04:15:00 - 29/11/2025 04:30:00","BZN|NL","Fossil Hard coal","949.85"
"29/11/2025 04:30:00 - 29/11/2025 04:45:00","BZN|NL","Fossil Hard coal","959.87"
"29/11/2025 04:45:00 - 29/11/2025 05:00:00","BZN|NL","Fossil Hard coal","967.40"
"29/11/2025 05:00:00 - 29/11/2025 05:15:00","BZN|NL","Fossil Hard coal","1007.20"
"29/11/2025 05:15:00 - 29/11/2025 05:30:00","BZN|NL","Fossil Hard coal","1044.44"
"29/11/2025 05:30:00 - 29/11/2025 05:45:00","BZN|NL","Fossil Hard coal","1044.16"
"29/11/2025 05:45:00 - 29/11/2025 06:00:00","BZN|NL","Fossil Hard coal","1048.16"
"29/11/2025 06:00:00 - 29/11/2025 06:15:00","BZN|NL","Fossil Hard coal","1117.42"
"29/11/2025 06:15:00 - 29/11/2025 06:30:00","BZN|NL","Fossil Hard coal","1162.20"
"29/11/2025 06:30:00 - 29/11/2025 06:45:00","BZN|NL","Fossil Hard coal","1205.05"
"29/11/2025 06:45:00 - 29/11/2025 07:00:00","BZN|NL","Fossil Hard coal","1254.37"
"29/11/2025 07:00:00 - 29/11/2025 07:15:00","BZN|NL","Fossil Hard coal","1453.26"
"29/11/2025 07:15:00 - 29/11/2025 07:30:00","BZN|NL","Fossil Hard coal","1608.92"
"29/11/2025 07:30:00 - 29/11/2025 07:45:00","BZN|NL","Fossil Hard coal","1667.33"
"29/11/2025 07:45:00 - 29/11/2025 08:00:00","BZN|NL","Fossil Hard coal","1725.78"
"29/11/2025 08:00:00 - 29/11/2025 08:15:00","BZN|NL","Fossil Hard coal","1935.22"
"29/11/2025 08:15:00 - 29/11/2025 08:30:00","BZN|NL","Fossil Hard coal","1991.53"
"29/11/2025 08:30:00 - 29/11/2025 08:45:00","BZN|NL","Fossil Hard coal","1958.20"
"29/11/2025 08:45:00 - 29/11/2025 09:00:00","BZN|NL","Fossil Hard coal","1909.27"
"29/11/2025 09:00:00 - 29/11/2025 09:15:00","BZN|NL","Fossil Hard coal","1974.77"
"29/11/2025 09:15:00 - 29/11/2025 09:30:00","BZN|NL","Fossil Hard coal","2010.88"
"29/11/2025 09:30:00 - 29/11/2025 09:45:00","BZN|NL","Fossil Hard coal","1968.80"
"29/11/2025 09:45:00 - 29/11/2025 10:00:00","BZN|NL","Fossil Hard coal","1985.98"
"29/11/2025 10:00:00 - 29/11/2025 10:15:00","BZN|NL","Fossil Hard coal","1982.22"
"29/11/2025 10:15:00 - 29/11/2025 10:30:00","BZN|NL","Fossil Hard coal","2029.12"
"29/11/2025 10:30:00 - 29/11/2025 10:45:00","BZN|NL","Fossil Hard coal","2012.13"
"29/11/2025 10:45:00 - 29/11/2025 11:00:00","BZN|NL","Fossil Hard coal","1948.81"
"29/11/2025 11:00:00 - 29/11/2025 11:15:00","BZN|NL","Fossil Hard coal","1730.06"
"29/11/2025 11:15:00 - 29/11/2025 11:30:00","BZN|NL","Fossil Hard coal","1637.26"
"29/11/2025 11:30:00 - 29/11/2025 11:45:00","BZN|NL","Fossil Hard coal","1535.79"
"29/11/2025 11:45:00 - 29/11/2025 12:00:00","BZN|NL","Fossil Hard coal","1370.38"
"29/11/2025 12:00:00 - 29/11/2025 12:15:00","BZN|NL","Fossil Hard coal","1214.43"
"29/11/2025 12:15:00 - 29/11/2025 12:30:00","BZN|NL","Fossil Hard coal","1195.61"
"29/11/2025 12:30:00 - 29/11/2025 12:45:00","BZN|NL","Fossil Hard coal","1184.21"
"29/11/2025 12:45:00 - 29/11/2025 13:00:00","BZN|NL","Fossil Hard coal","1180.14"
"29/11/2025 13:00:00 - 29/11/2025 13:15:00","BZN|NL","Fossil Hard coal","1224.18"
"29/11/2025 13:15:00 - 29/11/2025 13:30:00","BZN|NL","Fossil Hard coal","1223.45"
"29/11/2025 13:30:00 - 29/11/2025 13:45:00","BZN|NL","Fossil Hard coal","1245.67"
"29/11/2025 13:45:00 - 29/11/2025 14:00:00","BZN|NL","Fossil Hard coal","1247.78"
"29/11/2025 14:00:00 - 29/11/2025 14:15:00","BZN|NL","Fossil Hard coal","1352.10"
"29/11/2025 14:15:00 - 29/11/2025 14:30:00","BZN|NL","Fossil Hard coal","1384.72"
"29/11/2025 14:30:00 - 29/11/2025 14:45:00","BZN|NL","Fossil Hard coal","1471.50"
"29/11/2025 14:45:00 - 29/11/2025 15:00:00","BZN|NL","Fossil Hard coal","1558.68"
"29/11/2025 15:00:00 - 29/11/2025 15:15:00","BZN|NL","Fossil Hard coal","1718.63"
"29/11/2025 15:15:00 - 29/11/2025 15:30:00","BZN|NL","Fossil Hard coal","1779.99"
"29/11/2025 15:30:00 - 29/11/2025 15:45:00","BZN|NL","Fossil Hard coal","1846.24"
"29/11/2025 15:45:00 - 29/11/2025 16:00:00","BZN|NL","Fossil Hard coal","1869.40"
"29/11/2025 16:00:00 - 29/11/2025 16:15:00","BZN|NL","Fossil Hard coal","2053.73"
"29/11/2025 16:15:00 - 29/11/2025 16:30:00","BZN|NL","Fossil Hard coal","2016.56"
"29/11/2025 16:30:00 - 29/11/2025 16:45:00","BZN|NL","Fossil Hard coal","1994.87"
"29/11/2025 16:45:00 - 29/11/2025 17:00:00","BZN|NL","Fossil Hard coal","1994.08"
"29/11/2025 17:00:00 - 29/11/2025 17:15:00","BZN|NL","Fossil Hard coal","1997.39"
"29/11/2025 17:15:00 - 29/11/2025 17:30:00","BZN|NL","Fossil Hard coal","1991.10"
"29/11/2025 17:30:00 - 29/11/2025 17:45:00","BZN|NL","Fossil Hard coal","1990.61"
"29/11/2025 17:45:00 - 29/11/2025 18:00:00","BZN|NL","Fossil Hard coal","1931.05"
"29/11/2025 18:00:00 - 29/11/2025 18:15:00","BZN|NL","Fossil Hard coal","1875.78"
"29/11/2025 18:15:00 - 29/11/2025 18:30:00","BZN|NL","Fossil Hard coal","1861.95"
"29/11/2025 18:30:00 - 29/11/2025 18:45:00","BZN|NL","Fossil Hard coal","1895.41"
"29/11/2025 18:45:00 - 29/11/2025 19:00:00","BZN|NL","Fossil Hard coal","1882.57"
"29/11/2025 19:00:00 - 29/11/2025 19:15:00","BZN|NL","Fossil Hard coal","1721.36"
"29/11/2025 19:15:00 - 29/11/2025 19:30:00","BZN|NL","Fossil Hard coal","1653.24"
"29/11/2025 19:30:00 - 29/11/2025 19:45:00","BZN|NL","Fossil Hard coal","1579.67"
"29/11/2025 19:45:00 - 29/11/2025 20:00:00","BZN|NL","Fossil Hard coal","1534.28"
"29/11/2025 20:00:00 - 29/11/2025 20:15:00","BZN|NL","Fossil Hard coal","1439.99"
"29/11/2025 20:15:00 - 29/11/2025 20:30:00","BZN|NL","Fossil Hard coal","1370.33"
"29/11/2025 20:30:00 - 29/11/2025 20:45:00","BZN|NL","Fossil Hard coal","1285.27"
"29/11/2025 20:45:00 - 29/11/2025 21:00:00","BZN|NL","Fossil Hard coal","1271.83"
"29/11/2025 21:00:00 - 29/11/2025 21:15:00","BZN|NL","Fossil Hard coal","1171.28"
"29/11/2025 21:15:00 - 29/11/2025 21:30:00","BZN|NL","Fossil Hard coal","1075.27"
"29/11/2025 21:30:00 - 29/11/2025 21:45:00","BZN|NL","Fossil Hard coal","981.24"
"29/11/2025 21:45:00 - 29/11/2025 22:00:00","BZN|NL","Fossil Hard coal","989.93"
"29/11/2025 22:00:00 - 29/11/2025 22:15:00","BZN|NL","Fossil Hard coal","985.54"
"29/11/2025 22:15:00 - 29/11/2025 22:30:00","BZN|NL","Fossil Hard coal","981.92"
"29/11/2025 22:30:00 - 29/11/2025 22:45:00","BZN|NL","Fossil Hard coal","984.32"
"29/11/2025 22:45:00 - 29/11/2025 23:00:00","BZN|NL","Fossil Hard coal","989.08"
"29/11/2025 23:00:00 - 29/11/2025 23:15:00","BZN|NL","Fossil Hard coal","983.23"
"29/11/2025 23:15:00 - 29/11/2025 23:30:00","BZN|NL","Fossil Hard coal","987.53"
"29/11/2025 23:30:00 - 29/11/2025 23:45:00","BZN|NL","Fossil Hard coal","987.25"
"29/11/2025 23:45:00 - 30/11/2025 00:00:00","BZN|NL","Fossil Hard coal","985.87"
"30/11/2025 00:00:00 - 30/11/2025 00:15:00","BZN|NL","Fossil Hard coal","913.50"
"30/11/2025 00:15:00 - 30/11/2025 00:30:00","BZN|NL","Fossil Hard coal","892.61"
"30/11/2025 00:30:00 - 30/11/2025 00:45:00","BZN|NL","Fossil Hard coal","847.63"
"30/11/2025 00:45:00 - 30/11/2025 01:00:00","BZN|NL","Fossil Hard coal","862.37"
"30/11/2025 01:00:00 - 30/11/2025 01:15:00","BZN|NL","Fossil Hard coal","878.34"
"30/11/2025 01:15:00 - 30/11/2025 01:30:00","BZN|NL","Fossil Hard coal","882.96"
"30/11/2025 01:30:00 - 30/11/2025 01:45:00","BZN|NL","Fossil Hard coal","889.19"
"30/11/2025 01:45:00 - 30/11/2025 02:00:00","BZN|NL","Fossil Hard coal","889.61"
"30/11/2025 02:00:00 - 30/11/2025 02:15:00","BZN|NL","Fossil Hard coal","881.30"
"30/11/2025 02:15:00 - 30/11/2025 02:30:00","BZN|NL","Fossil Hard coal","897.22"
"30/11/2025 02:30:00 - 30/11/2025 02:45:00","BZN|NL","Fossil Hard coal","874.76"
"30/11/2025 02:45:00 - 30/11/2025 03:00:00","BZN|NL","Fossil Hard coal","885.33"
"30/11/2025 03:00:00 - 30/11/2025 03:15:00","BZN|NL","Fossil Hard coal","872.04"
"30/11/2025 03:15:00 - 30/11/2025 03:30:00","BZN|NL","Fossil Hard coal","871.10"
"30/11/2025 03:30:00 - 30/11/2025 03:45:00","BZN|NL","Fossil Hard coal","886.03"
"30/11/2025 03:45:00 - 30/11/2025 04:00:00","BZN|NL","Fossil Hard coal","880.85"
"30/11/2025 04:00:00 - 30/11/2025 04:15:00","BZN|NL","Fossil Hard coal","870.96"
"30/11/2025 04:15:00 - 30/11/2025 04:30:00","BZN|NL","Fossil Hard coal","875.95"
"30/11/2025 04:30:00 - 30/11/2025 04:45:00","BZN|NL","Fossil Hard coal","877.29"
"30/11/2025 04:45:00 - 30/11/2025 05:00:00","BZN|NL","Fossil Hard coal","880.18"
"30/11/2025 05:00:00 - 30/11/2025 05:15:00","BZN|NL","Fossil Hard coal","882.18"
"30/11/2025 05:15:00 - 30/11/2025 05:30:00","BZN|NL","Fossil Hard coal","878.42"
"30/11/2025 05:30:00 - 30/11/2025 05:45:00","BZN|NL","Fossil Hard coal","856.94"
"30/11/2025 05:45:00 - 30/11/2025 06:00:00","BZN|NL","Fossil Hard coal","884.35"
"30/11/2025 06:00:00 - 30/11/2025 06:15:00","BZN|NL","Fossil Hard coal","882.63"
"30/11/2025 06:15:00 - 30/11/2025 06:30:00","BZN|NL","Fossil Hard coal","871.48"
"30/11/2025 06:30:00 - 30/11/2025 06:45:00","BZN|NL","Fossil Hard coal","880.42"
"30/11/2025 06:45:00 - 30/11/2025 07:00:00","BZN|NL","Fossil Hard coal","875.58"
"30/11/2025 07:00:00 - 30/11/2025 07:15:00","BZN|NL","Fossil Hard coal","891.56"
"30/11/2025 07:15:00 - 30/11/2025 07:30:00","BZN|NL","Fossil Hard coal","933.71"
"30/11/2025 07:30:00 - 30/11/2025 07:45:00","BZN|NL","Fossil Hard coal","933.71"
"30/11/2025 07:45:00 - 30/11/2025 08:00:00","BZN|NL","Fossil Hard coal","861.98"
"30/11/2025 08:00:00 - 30/11/2025 08:15:00","BZN|NL","Fossil Hard coal","933.00"
"30/11/2025 08:15:00 - 30/11/2025 08:30:00","BZN|NL","Fossil Hard coal","972.43"
"30/11/2025 08:30:00 - 30/11/2025 08:45:00","BZN|NL","Fossil Hard coal","1009.62"
"30/11/2025 08:45:00 - 30/11/2025 09:00:00","BZN|NL","Fossil Hard coal","1013.48"
"30/11/2025 09:00:00 - 30/11/2025 09:15:00","BZN|NL","Fossil Hard coal","1015.84"
"30/11/2025 09:15:00 - 30/11/2025 09:30:00","BZN|NL","Fossil Hard coal","1028.81"
"30/11/2025 09:30:00 - 30/11/2025 09:45:00","BZN|NL","Fossil Hard coal","997.56"
"30/11/2025 09:45:00 - 30/11/2025 10:00:00","BZN|NL","Fossil Hard coal","997.14"
"30/11/2025 10:00:00 - 30/11/2025 10:15:00","BZN|NL","Fossil Hard coal","1043.49"
"30/11/2025 10:15:00 - 30/11/2025 10:30:00","BZN|NL","Fossil Hard coal","1038.54"
"30/11/2025 10:30:00 - 30/11/2025 10:45:00","BZN|NL","Fossil Hard coal","1038.47"
"30/11/2025 10:45:00 - 30/11/2025 11:00:00","BZN|NL","Fossil Hard coal","1036.24"
"30/11/2025 11:00:00 - 30/11/2025 11:15:00","BZN|NL","Fossil Hard coal","995.57"
"30/11/2025 11:15:00 - 30/11/2025 11:30:00","BZN|NL","Fossil Hard coal","965.25"
"30/11/2025 11:30:00 - 30/11/2025 11:45:00","BZN|NL","Fossil Hard coal","1008.61"
"30/11/2025 11:45:00 - 30/11/2025 12:00:00","BZN|NL","Fossil Hard coal","998.41"
"30/11/2025 12:00:00 - 30/11/2025 12:15:00","BZN|NL","Fossil Hard coal","990.89"
"30/11/2025 12:15:00 - 30/11/2025 12:30:00","BZN|NL","Fossil Hard coal","991.49"
"30/11/2025 12:30:00 - 30/11/2025 12:45:00","BZN|NL","Fossil Hard coal","994.49"
"30/11/2025 12:45:00 - 30/11/2025 13:00:00","BZN|NL","Fossil Hard coal","1007.39"
"30/11/2025 13:00:00 - 30/11/2025 13:15:00","BZN|NL","Fossil Hard coal","1071.07"
"30/11/2025 13:15:00 - 30/11/2025 13:30:00","BZN|NL","Fossil Hard coal","1084.79"
"30/11/2025 13:30:00 - 30/11/2025 13:45:00","BZN|NL","Fossil Hard coal","1151.35"
"30/11/2025 13:45:00 - 30/11/2025 14:00:00","BZN|NL","Fossil Hard coal","1202.39"
"30/11/2025 14:00:00 - 30/11/2025 14:15:00","BZN|NL","Fossil Hard coal","1259.13"
"30/11/2025 14:15:00 - 30/11/2025 14:30:00","BZN|NL","Fossil Hard coal","1307.03"
"30/11/2025 14:30:00 - 30/11/2025 14:45:00","BZN|NL","Fossil Hard coal","1400.55"
"30/11/2025 14:45:00 - 30/11/2025 15:00:00","BZN|NL","Fossil Hard coal","1399.90"
"30/11/2025 15:00:00 - 30/11/2025 15:15:00","BZN|NL","Fossil Hard coal","1483.26"
"30/11/2025 15:15:00 - 30/11/2025 15:30:00","BZN|NL","Fossil Hard coal","1649.15"
"30/11/2025 15:30:00 - 30/11/2025 15:45:00","BZN|NL","Fossil Hard coal","1705.70"
"30/11/2025 15:45:00 - 30/11/2025 16:00:00","BZN|NL","Fossil Hard coal","1757.43"
"30/11/2025 16:00:00 - 30/11/2025 16:15:00","BZN|NL","Fossil Hard coal","1943.30"
"30/11/2025 16:15:00 - 30/11/2025 16:30:00","BZN|NL","Fossil Hard coal","2035.66"
"30/11/2025 16:30:00 - 30/11/2025 16:45:00","BZN|NL","Fossil Hard coal","2061.48"
"30/11/2025 16:45:00 - 30/11/2025 17:00:00","BZN|NL","Fossil Hard coal","2081.12"
"30/11/2025 17:00:00 - 30/11/2025 17:15:00","BZN|NL","Fossil Hard coal","2086.08"
"30/11/2025 17:15:00 - 30/11/2025 17:30:00","BZN|NL","Fossil Hard coal","2081.15"
"30/11/2025 17:30:00 - 30/11/2025 17:45:00","BZN|NL","Fossil Hard coal","2097.80"
"30/11/2025 17:45:00 - 30/11/2025 18:00:00","BZN|NL","Fossil Hard coal","2112.61"
"30/11/2025 18:00:00 - 30/11/2025 18:15:00","BZN|NL","Fossil Hard coal","2117.74"
"30/11/2025 18:15:00 - 30/11/2025 18:30:00","BZN|NL","Fossil Hard coal","2144.51"
"30/11/2025 18:30:00 - 30/11/2025 18:45:00","BZN|NL","Fossil Hard coal","2139.00"
"30/11/2025 18:45:00 - 30/11/2025 19:00:00","BZN|NL","Fossil Hard coal","2149.66"
"30/11/2025 19:00:00 - 30/11/2025 19:15:00","BZN|NL","Fossil Hard coal","2185.37"
"30/11/2025 19:15:00 - 30/11/2025 19:30:00","BZN|NL","Fossil Hard coal","2182.32"
"30/11/2025 19:30:00 - 30/11/2025 19:45:00","BZN|NL","Fossil Hard coal","2187.55"
"30/11/2025 19:45:00 - 30/11/2025 20:00:00","BZN|NL","Fossil Hard coal","2176.69"
"30/11/2025 20:00:00 - 30/11/2025 20:15:00","BZN|NL","Fossil Hard coal","2181.47"
"30/11/2025 20:15:00 - 30/11/2025 20:30:00","BZN|NL","Fossil Hard coal","2177.31"
"30/11/2025 20:30:00 - 30/11/2025 20:45:00","BZN|NL","Fossil Hard coal","2165.41"
"30/11/2025 20:45:00 - 30/11/2025 21:00:00","BZN|NL","Fossil Hard coal","2145.04"
"30/11/2025 21:00:00 - 30/11/2025 21:15:00","BZN|NL","Fossil Hard coal","2143.95"
"30/11/2025 21:15:00 - 30/11/2025 21:30:00","BZN|NL","Fossil Hard coal","2124.96"
"30/11/2025 21:30:00 - 30/11/2025 21:45:00","BZN|NL","Fossil Hard coal","2115.75"
"30/11/2025 21:45:00 - 30/11/2025 22:00:00","BZN|NL","Fossil Hard coal","2106.95"
"30/11/2025 22:00:00 - 30/11/2025 22:15:00","BZN|NL","Fossil Hard coal","2054.20"
"30/11/2025 22:15:00 - 30/11/2025 22:30:00","BZN|NL","Fossil Hard coal","1990.09"
"30/11/2025 22:30:00 - 30/11/2025 22:45:00","BZN|NL","Fossil Hard coal","1897.94"
"30/11/2025 22:45:00 - 30/11/2025 23:00:00","BZN|NL","Fossil Hard coal","1778.62"
"30/11/2025 23:00:00 - 30/11/2025 23:15:00","BZN|NL","Fossil Hard coal","1687.22"
"30/11/2025 23:15:00 - 30/11/2025 23:30:00","BZN|NL","Fossil Hard coal","1622.32"
"30/11/2025 23:30:00 - 30/11/2025 23:45:00","BZN|NL","Fossil Hard coal","1536.36"
"30/11/2025 23:45:00 - 01/12/2025 00:00:00","BZN|NL","Fossil Hard coal","1552.87"
"01/12/2025 00:00:00 - 01/12/2025 00:15:00","BZN|NL","Fossil Hard coal","1542.89"
"01/12/2025 00:15:00 - 01/12/2025 00:30:00","BZN|NL","Fossil Hard coal","1540.48"
"01/12/2025 00:30:00 - 01/12/2025 00:45:00","BZN|NL","Fossil Hard coal","1493.90"
"01/12/2025 00:45:00 - 01/12/2025 01:00:00","BZN|NL","Fossil Hard coal","1439.93"
"01/12/2025 01:00:00 - 01/12/2025 01:15:00","BZN|NL","Fossil Hard coal","1341.54"
"01/12/2025 01:15:00 - 01/12/2025 01:30:00","BZN|NL","Fossil Hard coal","1337.85"
"01/12/2025 01:30:00 - 01/12/2025 01:45:00","BZN|NL","Fossil Hard coal","1286.03"
"01/12/2025 01:45:00 - 01/12/2025 02:00:00","BZN|NL","Fossil Hard coal","1259.63"
"01/12/2025 02:00:00 - 01/12/2025 02:15:00","BZN|NL","Fossil Hard coal","1156.59"
"01/12/2025 02:15:00 - 01/12/2025 02:30:00","BZN|NL","Fossil Hard coal","1148.73"
"01/12/2025 02:30:00 - 01/12/2025 02:45:00","BZN|NL","Fossil Hard coal","1138.02"
"01/12/2025 02:45:00 - 01/12/2025 03:00:00","BZN|NL","Fossil Hard coal","1121.05"
"01/12/2025 03:00:00 - 01/12/2025 03:15:00","BZN|NL","Fossil Hard coal","1006.79"
"01/12/2025 03:15:00 - 01/12/2025 03:30:00","BZN|NL","Fossil Hard coal","988.54"
"01/12/2025 03:30:00 - 01/12/2025 03:45:00","BZN|NL","Fossil Hard coal","992.23"
"01/12/2025 03:45:00 - 01/12/2025 04:00:00","BZN|NL","Fossil Hard coal","985.02"
"01/12/2025 04:00:00 - 01/12/2025 04:15:00","BZN|NL","Fossil Hard coal","1004.11"
"01/12/2025 04:15:00 - 01/12/2025 04:30:00","BZN|NL","Fossil Hard coal","1006.98"
"01/12/2025 04:30:00 - 01/12/2025 04:45:00","BZN|NL","Fossil Hard coal","1003.10"
"01/12/2025 04:45:00 - 01/12/2025 05:00:00","BZN|NL","Fossil Hard coal","1007.27"
"01/12/2025 05:00:00 - 01/12/2025 05:15:00","BZN|NL","Fossil Hard coal","1021.51"
"01/12/2025 05:15:00 - 01/12/2025 05:30:00","BZN|NL","Fossil Hard coal","1017.22"
"01/12/2025 05:30:00 - 01/12/2025 05:45:00","BZN|NL","Fossil Hard coal","1023.22"
"01/12/2025 05:45:00 - 01/12/2025 06:00:00","BZN|NL","Fossil Hard coal","1028.55"
"01/12/2025 06:00:00 - 01/12/2025 06:15:00","BZN|NL","Fossil Hard coal","1140.20"
"01/12/2025 06:15:00 - 01/12/2025 06:30:00","BZN|NL","Fossil Hard coal","1211.98"
"01/12/2025 06:30:00 - 01/12/2025 06:45:00","BZN|NL","Fossil Hard coal","1252.27"
"01/12/2025 06:45:00 - 01/12/2025 07:00:00","BZN|NL","Fossil Hard coal","1220.49"
"01/12/2025 07:00:00 - 01/12/2025 07:15:00","BZN|NL","Fossil Hard coal","1354.83"
"01/12/2025 07:15:00 - 01/12/2025 07:30:00","BZN|NL","Fossil Hard coal","1490.70"
"01/12/2025 07:30:00 - 01/12/2025 07:45:00","BZN|NL","Fossil Hard coal","1587.57"
"01/12/2025 07:45:00 - 01/12/2025 08:00:00","BZN|NL","Fossil Hard coal","1782.62"
"01/12/2025 08:00:00 - 01/12/2025 08:15:00","BZN|NL","Fossil Hard coal","1917.70"
"01/12/2025 08:15:00 - 01/12/2025 08:30:00","BZN|NL","Fossil Hard coal","1960.05"
"01/12/2025 08:30:00 - 01/12/2025 08:45:00","BZN|NL","Fossil Hard coal","2017.81"
"01/12/2025 08:45:00 - 01/12/2025 09:00:00","BZN|NL","Fossil Hard coal","2014.52"
"01/12/2025 09:00:00 - 01/12/2025 09:15:00","BZN|NL","Fossil Hard coal","1954.42"
"01/12/2025 09:15:00 - 01/12/2025 09:30:00","BZN|NL","Fossil Hard coal","1918.15"
"01/12/2025 09:30:00 - 01/12/2025 09:45:00","BZN|NL","Fossil Hard coal","1847.32"
"01/12/2025 09:45:00 - 01/12/2025 10:00:00","BZN|NL","Fossil Hard coal","1797.37"
"01/12/2025 10:00:00 - 01/12/2025 10:15:00","BZN|NL","Fossil Hard coal","1756.77"
"01/12/2025 10:15:00 - 01/12/2025 10:30:00","BZN|NL","Fossil Hard coal","1780.92"
"01/12/2025 10:30:00 - 01/12/2025 10:45:00","BZN|NL","Fossil Hard coal","1757.04"
"01/12/2025 10:45:00 - 01/12/2025 11:00:00","BZN|NL","Fossil Hard coal","1704.08"
"01/12/2025 11:00:00 - 01/12/2025 11:15:00","BZN|NL","Fossil Hard coal","1704.88"
"01/12/2025 11:15:00 - 01/12/2025 11:30:00","BZN|NL","Fossil Hard coal","1688.51"
"01/12/2025 11:30:00 - 01/12/2025 11:45:00","BZN|NL","Fossil Hard coal","1684.40"
"01/12/2025 11:45:00 - 01/12/2025 12:00:00","BZN|NL","Fossil Hard coal","1654.62"
"01/12/2025 12:00:00 - 01/12/2025 12:15:00","BZN|NL","Fossil Hard coal","1621.68"
"01/12/2025 12:15:00 - 01/12/2025 12:30:00","BZN|NL","Fossil Hard coal","1623.32"
"01/12/2025 12:30:00 - 01/12/2025 12:45:00","BZN|NL","Fossil Hard coal","1637.14"
"01/12/2025 12:45:00 - 01/12/2025 13:00:00","BZN|NL","Fossil Hard coal","1623.67"
"01/12/2025 13:00:00 - 01/12/2025 13:15:00","BZN|NL","Fossil Hard coal","1612.35"
"01/12/2025 13:15:00 - 01/12/2025 13:30:00","BZN|NL","Fossil Hard coal","1619.84"
"01/12/2025 13:30:00 - 01/12/2025 13:45:00","BZN|NL","Fossil Hard coal","1638.85"
"01/12/2025 13:45:00 - 01/12/2025 14:00:00","BZN|NL","Fossil Hard coal","1746.69"
"01/12/2025 14:00:00 - 01/12/2025 14:15:00","BZN|NL","Fossil Hard coal","1806.34"
